commenter_co,commenter_name,commenter_page,commenter_star,commenter_zan
" 应该是3星，多1星是为鼓励国片扩展类型的用心和努力。此前国片罕见庭审类型，只动嘴不懂腿，难拍。这个剧本下了功夫，用三个主角的视点形成层层剥笋的结构，逻辑也基本通顺，好莱坞学的还算到家，在粗枝大叶的国片里有了亮点。但犯案动机没讲清，过于强调父爱和救赎，有点偏了。
        ",前海一支剑,https://www.douban.com/people/frontsea/,推荐,739
" 外行赞不绝口，内行摇头说NO。拍两段视频，就能玩弄检察官大律师于股掌之间。编导太想当然了，高估影像的力量，低估法律的智商。
        ",芦哲峰,https://www.douban.com/people/luhua/,较差,682
" 不太好拍的题材，内地类型片的突破。编剧超牛比！高智商悬疑推理，不断的推倒重建再推倒，逻辑慎密无破绽，罗生门式叙事结构，强大的演员撑起角色铁三角，让这部本应沉闷的电影异常紧张出彩，好评。@江北UME影城
                
                ",慢先森,https://www.douban.com/people/mr.slow/,力荐,724
" 目前而言，基本代表了中国悬疑片的最高水平。
        ",闲人,https://www.douban.com/people/5054748/,推荐,662
" BUG重重故作姿态，山寨罗生门的结构，僵硬且套路化。一味展开故事，而未混淆视听，该起的作用没起到。录像、癌症、董检妻子和萌萌的关系、被软件查杀等情节超刻意。好在大逆转弥补了些许不足，也符合阿婆的思想(真凶是谁已不重要)，可董检的顿悟又画蛇添足了。冲喜罪恶的“雨”下得太多。
        ",大奇特(Grinch),https://www.douban.com/people/grinch/,较差,396
" 余男一直是""导演你欠我钱""的状态,郭富城则是""孙红雷你欠我钱"",而孙红雷""嘿嘿,我就是欠你们钱了怎么着吧""~
        ",芥末蘸酱,https://www.douban.com/people/FrankWasabi/,还行,486
" 惊艳！《全民目击》的出现使持久低迷的国产电影出现了一抹亮色。层层剥笋式的剧作结构和多视角叙事在国片中尚属罕见。碍于成本、技术、手法的原因，它在细节处理上并不精致（音乐、表演、化妆、台词），但瑕不掩瑜。表皮剑指司法、教育、阶级多面，但内理只能将国产律政落脚于家庭情节剧。
        ",shininglove,https://www.douban.com/people/2849243/,推荐,479
" 有不少廉价又炫技的镜头，但还算有追求啦。喊烂片的，罚你们看一百部小烂片就老实了。余男的模样好丧！！！她到底是穷成什么样子了，接了那么多戏，还请不起化妆师！
        ",木卫二,https://www.douban.com/people/MovieL/,还行,339
" 国产片里给四星。具欺骗性的一部电影，无论是剧情或是电影本身。这只是个70分的案件，但导演把他拍得是更好看的了。当内容已经玩不出花样的时候，只能在结构上花心思~我猜想导演会不会最早的构思就是从龙背墙这个故事来的，我其实挺喜欢这个电影最后升华的主题，没有讲大爱讲正义讲主旋律其实也很好。
        ",直胖,https://www.douban.com/people/chauyik/,推荐,325
" 土炮、山寨、想玩技巧又没那能耐，俩主演好像刚从毒战和圣诞玫瑰片场出来似的，核心梗还是嫌疑人X那套（两个机器密室最早出自奎因的上帝之灯，发扬光大的其实是绫辻行人的黑猫馆），前后繁冗拖沓，日系推理是看了不少，周显扬的杀人犯和大追捕都能甩这个几条街。PS:这片的婊挺多
        ",大瘦瘦,https://www.douban.com/people/shoushouan/,较差,268
" 三星半。刚开始看时觉得假、作、虚张声势，不过剧情铺展开后渐渐理解这感觉因何而来。类似罗生门式结构，多视角讲述，线索互补，层层推进，“真相”被不断确立不断打破，最后拼成整图。可算社会派推理风格，在国产电影中实属少见。虽然整体有点用力过猛，情绪渲染也显刻意，但能如此用心做剧本必须点赞
        ",feeling,https://www.douban.com/people/1494376/,推荐,259
" 非常干瘪无聊的法庭剧，非行果然还是适合当编剧，即使是如此一厢情愿的故事，在结构和情节设置上还是很有亮点的，当然大多数还是抄来的。陈思诚与郭富城的角色负责傻逼，邓家佳负责哭，孙红雷负责让人出戏，而余男女神实在不该演这个蹩脚得律师角色。PS：你得多没见识才会觉得本片新颖啊？
        ",谢谢你们的鱼,https://www.douban.com/people/reave/,较差,193
" 很想打三星甚至更高，这种多线索多角度带来不同观点的电影，在大陆实在很难得。但表达的内容上我看见的是没有职业道德的律师，封建忠仆思想的夫妇，被富商玩弄鼓掌间的法律...所谓伟大父爱，体现出的基础是“纵子行凶，致人死亡”。如果我能接受这种思想，我为什么不能接受李刚，药家鑫或是李双江呢
        ",无语清秋,https://www.douban.com/people/leo1983/,很差,158
" 论《罗生门》为什么重要，以及导演你把天津拍得那么美，台词多雕琢一下会死啊？
        ",时间之葬,https://www.douban.com/people/ydyie/,还行,127
" 比想象中好。山寨感还是有的，但剧情多次翻转之后，仍然能够自圆其说，已实属不易。比圣诞玫瑰好多了。
        ",嘟嘟熊之父,https://www.douban.com/people/duduxiongzhifu/,还行,107
" 『猪一样的队友，以及，猪一样的对手』。非行目前是一个好编剧，但不是一个好导演，镜头语言方面还有很大的提升空间。只是一个认真学习类型化叙事的正常作品，但在国内环境下，就变成了一个需要鼓励的好作品。所以加了一颗星。
        ",张小北,https://www.douban.com/people/xzfd/,推荐,109
" 我恨剧透：孙红雷和邓家佳都有罪 PS:片尾曲应换成《永恒的童话》
        ",存在感个鸟,https://www.douban.com/people/33282308/,力荐,121
" 最后孙红雷在法庭上大喊一声：对的，我就是蝙蝠侠，我就是黑暗骑士。
        ",张小强,https://www.douban.com/people/yaozi0426/,推荐,91
" 类似上回的《守望者》，又一次玩结构。多视角，并有多次反转。但是问题也跟《守望者》差不多，非行似乎更适合做编剧。影片本身很多很生硬的地方，还有台词，郭富城的台词怎么听怎么别扭。细节上BUG不少，反转的畅快感则不多。但是感动的点还是有触动，虽然似曾相识。视频删除那很业余，邮件又没删
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,还行,85
,,,,
,,,,
" 我是因为海报中间那么大的一个洋葱骑士点进来的……
        ",cupyu,https://www.douban.com/people/61813472/,还行,139
" 黑帮老大的女儿——过气女明星女追男的故事，酗酒嗑药脑筋不太正常，哈哈哈，结局，哎，都没什么脑子，一声叹息。
        ",iriselite,https://www.douban.com/people/iriselite/,还行,8
" I like pretty girl.
        ",红藕香残玉簟秋,https://www.douban.com/people/127437486/,还行,3
" 女主这种主流头发是什么鬼
        ",韩棒子,https://www.douban.com/people/159457903/,较差,1
" I'm a lady.
        ",别看 滚,https://www.douban.com/people/ohohzhizhi/,推荐,6
" 剧情高度紧凑，有趣有趣，洋葱骑士从头战到尾哇咔咔
        ",剑气凌厉的江南,https://www.douban.com/people/moonflora/,推荐,2
" 配乐好听。画面很美。结局惊艳。导演特别文艺的讲了一个关于黑帮交易的故事。自由是牺牲品。公主也不再歌唱。
        ",Lipsky,https://www.douban.com/people/135908849/,推荐,3
" 有点可爱，outlaw变in-law哈哈哈哈。
        ",Constantine,https://www.douban.com/people/thomasneeson/,还行,0
" 还全程无尿点，呵呵呵，哎！
        ",xxm,https://www.douban.com/people/130296517/,很差,1
" 还算可以
        ",冷吧,https://www.douban.com/people/96388706/,还行,0
" 为了我海报里的洋葱骑士！有点失望emmm
        ",长歌行,https://www.douban.com/people/138633457/,较差,0
" 每个国家或多或少都拍过点商业片，但只有好莱坞是商业片，其他国家的商业片叫做艺术电影或小众电影
        ",anubisgaze,https://www.douban.com/people/2161666/,推荐,0
" 标记
        ",隰则有泮,https://www.douban.com/people/52726325/,2017-09-26 15:58:57,0
" 歌很好听也很应景。开始颇有些无厘头，结局也以为会是浪漫主义但却意外的是现实。
        ",番薯派,https://www.douban.com/people/1076979/,推荐,0
" 好呢
        ",灰灰,https://www.douban.com/people/127591096/,推荐,0
" 看海报像另一版的杀手不太冷
        ",Midoriko,https://www.douban.com/people/41950986/,2017-09-14 23:14:08,1
" 排片很少，工作日早上去的，包场了，一部黑色幽默公路逃难片，配乐很棒，这种爱情让人很羡慕了，可是一切结束又重新回到起点，最美的一幕莫过于女主口型take me away
        ",啊黄,https://www.douban.com/people/35286598/,推荐,0
" 偶尔的黑色幽默是点睛之笔。
        ",风露染衣,https://www.douban.com/people/156778058/,还行,0
" 7分，结局出乎预料却又在情理之中，BGM满分好评。
        ",阳光灿烂,https://www.douban.com/people/kakadu/,还行,0
" 好评给女主她爹，演技超级好的欧洲演员。
        ",大老二,https://www.douban.com/people/yours1988/,力荐,0
,,,,
,,,,
" 除了鸽子，没啥其他亮点
        ",拓海潮汐,https://www.douban.com/people/tuohaichaoxi/,还行,1
" 剧情很简单，适合小朋友看，BGM特别棒，画面制作也非常走心，不太喜欢那个自大狂妄无礼的小麻雀。看动画片竟然遇到了制片人出现在电影节现场，真是没想到，小朋友上台提问直接飙英语~吓得我赶紧跑了。
        ",北欧海盗,https://www.douban.com/people/gbg/,还行,1
" 鹦鹉那条线完全可以不要
        ",阿卡,https://www.douban.com/people/1028544/,推荐,0
" 剧情一般般，不过小鸟很可爱，小朋友看看还不错
        ",念念,https://www.douban.com/people/155072633/,2017-07-24 23:37:24,0
" 稀松平常的温情动画，没有什么特别的亮点。两星半。
        ",梁颂华,https://www.douban.com/people/lsh1/,还行,0
" 挺好看的，适合小孩子
        ",小陈小新,https://www.douban.com/people/HP20275454/,推荐,0
" 故事挺有趣，小鸟挺可爱，适合小朋友看。
        ",飘渺,https://www.douban.com/people/159952097/,还行,0
" 一般般，适合小孩子看，主角我怎么觉得是猫头鹰呢太出彩了
                
                ",兔玛丽,https://www.douban.com/people/tumary/,较差,0
" 童真 适合小朋友😃
        ",一只流浪的猪,https://www.douban.com/people/78745944/,较差,0
" 大概是要超越自身的极限吧
        ",荒野十一妹,https://www.douban.com/people/46056151/,还行,0
" 和妹妹一起去看的  可爱的小鸟 还会上网   ONLINE 上线了 嘻嘻 很棒的电影  挺不错的
        ",安安静静,https://www.douban.com/people/43532104/,推荐,0
" 我们总在说万事万物的发展都要依照事物自然规律的变化规则，认清我是一个小麻雀，但不代表我去不了非洲。
        ",我是她铭,https://www.douban.com/people/163445952/,力荐,1
" 三观很正，动画效果逼真，很温情，适合小朋友看
                
                ",peri626,https://www.douban.com/people/57115264/,力荐,0
" 里面的鸟上网挺搞笑的
        ",隔壁老王撒,https://www.douban.com/people/143780974/,推荐,1
" 睡过。。。
        ",望着你的我,https://www.douban.com/people/141459840/,还行,0
" 好无聊，哪来的3D，不爆不嗨也不尿
                
                ",rot or bloom,https://www.douban.com/people/YoGGie/,较差,0
" 疯狂怪物岛，画面挺不合适孩子看的，歪瓜裂枣还有各种电击恐怖场面。只是后面的故事无聊到也只能小朋友看。背部的应该是核试验残留物，各种迷影致敬处理得比较低幼，细思极恐。在各种人声里辨识明星是最大亮点，丁晟张扬乱入。
        ",刘小黛,https://www.douban.com/people/darlingtudai/,较差,1
" 画风怪异的拉美魔幻动画，有点意思。
        ",姜君,https://www.douban.com/people/57133701/,还行,9
" 剧情简介是本宝宝憋出来的。。。当时因为是竞赛片还激动了一小下 仔细一看 呃 故事也就一般吧 给孩子们看还是很不错的
        ",Ellen汐,https://www.douban.com/people/127080428/,还行,1
" 2017上海电影节的参评影片，挺不错的，比最近那些好莱坞“大片”好看。总体比较平，但时不时会冒出个亮点笑点什么的。重要的是，国内动画电影缺少这样一种平和的回归家庭而又不琐碎呆板教条的动画创作。
        ",艾豆豆,https://www.douban.com/people/f3cn/,推荐,0
" 就这样
        ",糯--茜笛,https://www.douban.com/people/165079511/,还行,0
" 个别设定挺搞笑的，例如鸽子在电线上联网上脸书玩游戏，猫头鹰和琪琪的设定也不错，缺点是动画渲染得不够精细，分镜一般般，还是和迪士尼的动画差一截啊
        ",天堂里的陌生人,https://www.douban.com/people/2718163/,还行,0
,,,,
,,,,
" 剧情低幼，关键是男主和爸爸背上的东西太像睾丸了，恶心
        ",宛如智障鱼摆摆,https://www.douban.com/people/fishloveyeah/,较差,5
" 每个人都是一个特殊的个体， 每个人都能看到故事的不同面，电影同时也暴露出了家庭矛盾这一社会热点。
        ",F班的袁湘琴,https://www.douban.com/people/161206792/,推荐,6
" 第一次怪物变身致敬了魔女嘉丽，而且这片男主的国语配音是。。。。。。陆川。。。另外还有张一白，丁晟，张杨
        ",大瘦瘦,https://www.douban.com/people/shoushouan/,2017-09-02 21:10:43,5
" 画风独特，和迪士尼不同，最喜欢里面有一只小怪可以手指点火，很可爱，想象力丰富
        ",Z黑地,https://www.douban.com/people/88732540/,推荐,2
" 跑到电影院看了这部popcorn movie的全家欢，适合小朋友，不适合我。
        ",Angus,https://www.douban.com/people/veggielynn/,还行,4
" 陪小外甥看的，可能小朋友比较喜欢
        ",特质系,https://www.douban.com/people/hzj467116206/,还行,2
" 看了前半个小时还觉得这动画片挺不错，越往后越没意思。。。
        ",Columbium,https://www.douban.com/people/Columbium/,还行,2
" 配音阵容非常豪华，里面还有大嘴美女姚晨！“其实你我都是一个怪物”，每个人心中都隐藏着各式各样的怪物！
        ",丝丝细雨168,https://www.douban.com/people/140457119/,推荐,4
" 不是外国片就是好动漫，也不过如此！
        ",韩棒子,https://www.douban.com/people/159457903/,较差,4
" 没啥新鲜的亮点，怪兽老套路又不好看，反派不够狠也不惹人爱，打斗更是稀松二五眼
        ",lpu9,https://www.douban.com/people/3526210/,较差,2
" 今天早上起了个大早，去看了电影《怪物岛》，真的很好看，制作水平可以和好莱坞媲美，不错不错
        ",带引号的某某,https://www.douban.com/people/125426088/,力荐,2
" 这做的也太简单了点吧，难道真的是拍给孩子看得？画面制作还是很用心。影片开始前的《中国梦》又更新了，真不知道这些明星有什么脸在点电影播放前出现，他们有拍出来值得在影院放映的电影吗？还🐶利国家生死以……膜起，早上去看的电影，全场六个人，我还有一个帅哥，两对母女，小孩被吓得叫了好几次
        ",Vicente Joe,https://www.douban.com/people/51038363/,还行,3
" 孩子喜欢，建议5岁以下和小女孩不要去看，可能有一些场景会害怕
        ",小猪儿乖乖,https://www.douban.com/people/17434045/,推荐,1
" 还可以 挺好看的
        ",Angel安琪,https://www.douban.com/people/159777932/,推荐,2
" 还不错，小怪物
        ",ray0518,https://www.douban.com/people/140530962/,还行,2
" 小朋友看得很开心，我睡着了无数次……
        ",TOXIC。,https://www.douban.com/people/atoki/,还行,1
" 画面背景超级棒 但是中文配音很糟糕看得我很尴尬 直接导致故事尴尬和过于简单
        ",于归乌龟,https://www.douban.com/people/132870256/,还行,1
" 合家欢➕套路
        ",大熊君,https://www.douban.com/people/130518525/,很差,1
,,,,
,,,,
" 余秀华怕风怕水，怕六十岁还没跟尹世平离婚，怕被命运甩下来粉身碎骨；她又不怕脑瘫不怕蜚语，不怕被说成荡妇，不怕背负义无反顾凋残的孤独。她是渔网网住的小鱼，婚姻是网兜，困住她扯淡的人生；她是荷叶的一尾游鱼，诗歌是空气，让她不至于窒息。她臭骂我草破鸡，却有着给范俭念诗的孤高浪漫的灵魂。
        ",西楼尘,https://www.douban.com/people/xilouchen/,力荐,175
" 俺是豆瓣第一个看过此片的人哦！导演说拿到了龙标，大家要支持哦！
        ",陈凭轩,https://www.douban.com/people/chen1988/,力荐,167
" 片子好看只在于余秀华是一个生命力顽强的人，思路清晰，内心敏感，面对难题对答如流，不惧任何场合，有幽默感，会撩汉，有作为人的尊严和纠结。至于拍摄方式，很一般，拍得太快太急，素材有限，那些大特写太庸俗，人物活动空间单一，访谈式的把导演问问题的声音剪进去这种就太电视台，太套路了。
        ",内陆飞鱼,https://www.douban.com/people/veverlee/,还行,71
" 四平八稳。山沟沟里飞出一只高唱“女权”的凤凰，先天残疾没有削减她的锐气，反而给了她执着追求爱和性的胆气。她值得我们认识与称道，因为她敢于跟桎梏中国五千年的旧思想抗衡，因为她敢于坚持自己内心最原始的呼唤。
        ",饮歌,https://www.douban.com/people/35790692/,推荐,97
" 观感没问题。字词组合所引发的诗意，与女诗人所寄身的现实，由始至终都是无法消解的矛盾。然而，过于强大的余秀华，并不需要纪录镜头或创作者去熨帖保护。如果说，类电视纪录片的技法尚是个人选择，但关注一个人物对象，片子拿出来有点太早。余秀华的家庭与她真实生活的另一面，真的还不够丰富。
        ",木卫二,https://www.douban.com/people/MovieL/,还行,45
" 我要嚼一点具体的苦，才尝到活着本身的甜；我太不同了，所以能看到凡俗是多么幸福。
        ",哪吒男,https://www.douban.com/people/nezhaboy/,推荐,59
" 实际上，之前对余秀华完全不了解，大概也只听过这个名字。在上海电影节看了纪录片《摇摇晃晃的人间》才对这个人的认识稍微清晰了一些。相比她那些诗，更愿意看属于生活的那部分，那些日常的对话，同样充满诗意，个别细节看到好一阵感动。能找到一个帮你暂时忘记身体缺憾的方法，其实挺开心的。
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,推荐,62
" 情书片，范俭写了首诗给余秀华
        ",1979,https://www.douban.com/people/anYenna/,力荐,61
" 非常好，推薦。朋友在籌劃四月底到五月初在美國西岸幾個大學的放映、座談，朗誦會，導演和余秀華都會來，能去的可以留意下。Stanford, Berkeley, UCSF, UCLA有場次。
        ",不啦叽,https://www.douban.com/people/bulaji/,力荐,40
" 太棒了！范俭是少有的在纪录片中有如此生动的电影语言的导演。余秀华在他的镜头前展现出了自己的不同面，一会儿是那么幽默、一会儿又是如此无助，一会儿是如此渴望爱情、一会儿又是这样孤单、凄凉。有很多人看余秀华带着一种健全人对残疾人的俯视，其实不得不说余秀华比你我、比大部分人都活得更明白。
        ",小潜,https://www.douban.com/people/KAYXU/,力荐,40
" #siff#詩歌是她的內核和外殼，相比詩歌我更關心她的生活，她在生活的深淵裡如何掙扎，她生長的那片土地有著怎樣的黃昏，她手指落在鍵盤上是否顫抖，她的愛要怎樣被傳達。范儉抓到了一些生活的瑣碎細節但也遺忘了一些。在海邊那段范儉說我不怕你也別怕一瞬間我明白了創作者和被攝對象的關係3.5
        ",乌鸦,https://www.douban.com/people/54067962/,还行,13
" 点映见面会：1、主持人：“您觉得这部纪录片拍的是真实的吗？”余秀华：“我觉得你作为一个主持人问出这种问题就很不专业，作为一部纪录片不真实还叫纪录片吗？”
2、观众提问环节，某观众说了大概800字的观后感后，余秀华：“我觉得你这个问题有点过于长了。”
        ",-,https://www.douban.com/people/edenhsu/,还行,17
" 从文字的掌控力中长出了对生活的掌控力。
        ",vic,https://www.douban.com/people/VicOhItsVic/,力荐,18
" 余秀华在片子里自己都说，作为残疾人想让自己表情在说话的时候自然一点，摄影还给这么多面部大特？很明显导演是带着意图在拍，点映后的小短片里把余秀华和她母亲称作“角色”，角色是可创作的，她俩可是活生生的人呐
        ",马赛克,https://www.douban.com/people/masaikejun/,还行,17
" 女诗人离婚记。
        ",把噗,https://www.douban.com/people/babulliu/,还行,10
" 对这部电影倾注的感情，早以超越了电影本身。希望我们都能在摇摇晃晃的人间里坚强地生存，骄傲地绽放。
        ",Cora,https://www.douban.com/people/Wegmarken27/,力荐,15
" 我写诗 我出名 我残疾 我离婚 我不热爱生活 但我热爱诗歌 生存的方式有很多种 但 过得不开心怎么行呢
        ",SH3056,https://www.douban.com/people/jmomsen/,推荐,15
" 自己都没想好的价值观怎么能清清楚楚的抽丝剥茧呢？
        ",唐那啥,https://www.douban.com/people/3643871/,较差,11
" 很有魅力的女人
        ",圣墟,https://www.douban.com/people/152833029/,力荐,15
" 愿她含着好看的阴茎，梦着爱液的香，忘记自己还会念诗。
        ",法兰西胶片,https://www.douban.com/people/flxjp/,力荐,12
,,,,
,,,,
" 海鬣蜥出生不到一个钟头就面临生死逃亡，斑马出生不到半天就要自己涉水跟上族群，蜉蝣出生一天已经死了……只有人类，出生十八年个人生活还不能自理。
        ",11,https://www.douban.com/people/run11run/,推荐,1084
" 这个八月份唯一一部演技在线的影片。但观影体验很差，现场很多小朋友大呼小叫，我不是针对谁，我是说在座的每位家长，都是垃圾。
        ",听影客,https://www.douban.com/people/61602134/,力荐,1031
" 请带熊孩子的家长自觉到隔壁战狼接受爱国主义教育，谢谢
                
                ",pretty clumsy ,https://www.douban.com/people/62169883/,推荐,979
" 天啊一场电影一多半都是小孩，还是那种没买票坐妈妈大腿上的那种，于是观影全程观众的声音已经大过成龙，妈妈快看长颈鹿，爸爸大熊猫好可爱啊，我真的好害怕大老鼠啊，小斑马快点加油跑呀加油加油加油，不如你们包机去非洲加油吧！
        ",小乔,https://www.douban.com/people/qiaoyf/,推荐,717
" 影片带给我的感受是惊奇，而前后左右被小孩子包围所带来的感受是惊吓。
        ",南赫,https://www.douban.com/people/54150368/,力荐,512
" 不就是《地球脉动》第二季剪出来的？
        ",翻滚吧！蛋堡,https://www.douban.com/people/7542909/,2017-08-01 22:15:36,187
" 首映场观看。很多都是地球脉动2里的素材，却组织得如此混乱，再加拍了点不知所云的熊猫片段，目标很明确，就是迫不及待地想赚钱了。英国人是不是还以为成龙很火，是不是还以为大陆人土鳖得都没看过地球脉动2，是不是还以为大陆人没看够熊猫？
        ",万壑松,https://www.douban.com/people/2789355/,还行,153
" 可能是在电影院看过的最热闹的一部片子，全场小朋友有尖叫的、吃汉堡的、抠卡进屁股缝内裤的，充斥着类似数学课上老师转身写板书时、教室里绵绵不绝的嗡嗡声。左边的小姑娘明显不感兴趣，扭来扭去，一直在问妈妈什么时候结束；右边的小男孩倒是很专注，看到后来连卡住的内裤也不抠了。
        ",有枝,https://www.douban.com/people/ranandrose/,力荐,153
" 最精彩的几个片段是在地球脉动中出现过的，比如海鬣蜥躲避游蛇、帽带企鹅捕鱼、熊蹭痒痒、长颈鹿决斗、树懒求偶；不过还是很值得在大银幕上再看一次！
        ",志大无胸,https://www.douban.com/people/2529003/,力荐,120
" 3.7星。1.成龙大哥说足整整一个半小时，快喝口水吧。解说多到丧心病狂，虽然成龙大哥还蛮适合解说这种的。2.按时间线处理素材，稍显杂乱。3.人气最高的不是熊猫，是狗熊蜂鸟浣熊。4.好多动物生来就是为赴死的。5.比《我们诞生在中国》更多展现了大自然的残酷。6.好想撕烂影厅里呜嗷喊叫的熊孩子的嘴。
        ",what'swilliam,https://www.douban.com/people/52286623/,推荐,107
" 《地球脉动2》看过一集，感觉这片子里一半的内容都似曾相识，那些看过整部的朋友们请自己掂量一下……配乐有点过了
        ",W3IQ7≯,https://www.douban.com/people/W3IQ7/,2017-08-01 22:40:03,96
" 中英合拍框架第一部，除结尾讲了几句城市和人类以外都是动物世界。比起陆川的我们诞生在中国，更注重细节画面捕捉，而非拟人故事编写（虽然也请了严歌苓，但主要把关旁白）。蛇群捕食，棕熊蹭树，长颈鹿角斗，有几场戏的戏剧性不输商业类型片。成龙旁白的灵活调皮一定程度上弥补了普通话不标准的不足
        ",一只麦麦,https://www.douban.com/people/hexiaoqin/,推荐,61
" @大象点映。去非洲的机票啥时候打折...配乐实在是太太太好听了，严歌苓的脚本和成龙的旁白都很舒服。又为信仰充值了，跟《我在故宫修文物》一样有圈钱的嫌疑，我觉得应该是SMG拍了个开头和结尾，主干内容都是《地球脉动》的素材剪成的，所以强行塞入的熊猫才显得那么违和。
        ",m89,https://www.douban.com/people/duzhouchi/,2017-08-05 16:50:15,67
" 很多神奇的瞬间，记录的素材，剧情的处理。
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,推荐,28
" 除了成龙那一口不够标准的发音，其实他的旁白也还行，不过不失，有些拟人的处理很有意思。配乐也实在太满了，若是多留些环境音，影院的视听效果会更身临其境。
        ",妙可中国,https://www.douban.com/people/53869175/,推荐,14
" 天啊海鬣蜥怎么这么丑萌！我第一次知道这种动物（见识没救），第一眼就被它的丑（审美没救）整个人萌炸了...这类“育儿向动物拼盘龙标纪录片”近几年同质化严重，几乎一模一样思路下，这部胜在制作更精良、视野更宽广，但内容却更无纵深可言。不过对于我这种迷信生物圈的人，真的可以在电影院看到死...
        ",徐若风,https://www.douban.com/people/ruo1996/,推荐,10
" 长颈鹿的打架方式让我大开眼界啊！！！
        ",抒情小贼,https://www.douban.com/people/152085580/,力荐,19
" 小孩儿太多，小孩儿不好好看，带小孩儿来干吗？这不是动物世界，这是自然景观和万物生灵。BBC的功底毋庸置疑，但是编剧的作用约等于零。不计较现成的地球脉动素材，那么明确的主线，却呈现出如此碎裂，平淡，无序的情节也是失望。最后，旁白为什么要用成龙，太不合适了。
        ",影随茵动,https://www.douban.com/people/zhangaiyin/,还行,39
" 点映场赶上都是小朋友，所以观影气氛好好啊哈哈哈，和小朋友一起认动物，被锦蛇追捕的海鬣蜥是最精彩的，斑马过河招摇过市还要躲避猎豹河马，白头叶猴带着孩子回家就很辛苦了，帽带企鹅捕食回家能从茫茫人海认出自己的家人也是厉害，熊猫可能是命最好的动物了吧 
        ",GDY,https://www.douban.com/people/130718958/,推荐,47
" 真的超级神奇哎，音乐画面都特别好看。
        ",嘣豆子,https://www.douban.com/people/138203942/,推荐,38
,,,,
,,,,
" 。蜡笔小新出一部，我就抄一部....请看蜡笔小新之b级美食。。。
        ",三观不正常节操,https://www.douban.com/people/152544991/,很差,221
" 图图还是那么可爱！！！
        ",桃花渐暖年岁闲,https://www.douban.com/people/125714000/,推荐,59
" 大耳朵图图，儿子看了很认真～剧情有点讽刺～前面有点无聊，后面挺不错～有教育意义，连小孩子的动画片都比我的前半生正能量的多～
        ",岁月是朵两生花,https://www.douban.com/people/162703613/,推荐,53
" 童年系列，国产动画就喜欢图图。
        ",半城风月,https://www.douban.com/people/92463984/,推荐,53
" 电影里投射了这个社会的焦虑，比赛里两个家庭的对抗，实质是精英家庭与寻常家庭的对抗，更是社会的大缩影，作为动画，图图家必须要赢也一定能赢，可是现实呢？？差距越来越大，越来越被撕裂的社会里，每个人都日益在煎熬……
        ",古力,https://www.douban.com/people/Gu_li/,还行,26
" 图图还是很可爱的，剧情对小朋友来说也不错
        ",可缓缓归矣,https://www.douban.com/people/75381431/,力荐,49
" 美食多多就是吃咯
        ",工藤新一,https://www.douban.com/people/158195982/,推荐,15
" 简简单单的欢乐，很适合小孩子
        ",红藕香残玉簟秋,https://www.douban.com/people/127437486/,还行,37
" 吃吃，我们就是吃吃，图图真的太萌了，这个小孩子看还是挺适合的，后面也有教育意义
        ",凤卿尘,https://www.douban.com/people/121579323/,推荐,52
" 翻斗花园还缺住户吗？ 真羡慕图图一家
        ",略略咯,https://www.douban.com/people/126877536/,还行,61
" 图图系列动画电影，孩子肯定会很喜欢了
        ",F班的袁湘琴,https://www.douban.com/people/161206792/,推荐,24
" 小时候特别喜欢看图图，现在看也挺有意思的，放松心情
        ",趣多多配红茶,https://www.douban.com/people/158802161/,力荐,37
" 　　糊涂又贪吃的幼儿园小朋友胡图图，对“吃”有着无与伦比的执着，他的梦想是吃遍全世界的美食。图图的妈妈却因为儿子“一无所长”而大伤脑筋。在望子成龙的妈妈引导下，经不住美食诱惑的图图，踏上了艰难的“小小厨神”比赛之路。经过层层考验，并不被主办方看好的平凡小孩胡图图通过奇思妙想，出人
        ",可爱多,https://www.douban.com/people/142335389/,推荐,1
" 童年啊！
        ",蚂蚁牙黑,https://www.douban.com/people/127589017/,推荐,7
" 武宁路桥
        ",獨孤島主,https://www.douban.com/people/jywpl/,还行,0
" 结尾致敬了爱乐之城开场
        ",大瘦瘦,https://www.douban.com/people/shoushouan/,较差,3
" 图图一家用天真对抗世俗世界。
我从小就喜欢图图，这次和朋友去看电影也是为了一种情怀。
今年是上海美影厂60周年庆，祝这个出品了《大耳朵图图》《葫芦兄弟》《黑猫警长》的电影厂生日快乐。
        ",笃定,https://www.douban.com/people/156250543/,力荐,7
" 算是国产良心了
                
                ",电影狂魔,https://www.douban.com/people/51087231/,还行,0
" 真是年纪大了，这种片子看不下去了
        ",无聊,https://www.douban.com/people/150948299/,很差,0
" 喜欢图图
        ",Betsy_,https://www.douban.com/people/156300545/,还行,0
,,,,
,,,,
" 文字和影像都太单薄，根本反映不出真实历史的万分之一。但哪怕只是撕开它的一个小口子，也足以令人动容了。
        ",孔鲤,https://www.douban.com/people/82880498/,力荐,243
" 难得的国产战争片佳作，居然排片这么少，典型被劣币驱逐的良币
        ",道心种魔,https://www.douban.com/people/162791396/,力荐,167
